Model,Release Date,Release Year,Model ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Meizu MX Quad-Core / MX 4-core 32GB,1/06/2012,2012,2746,0.499984741,0.499999488,0.699863138,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862,0.620393741
Meizu MX Quad-Core 64GB,1/06/2012,2012,2747,0.499984741,1,0.699863138,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007472753,0.017025862,0.620393741
Motorola MOTO RAZR V MT887 (Motorola Yangtze),1/06/2012,2012,2748,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621,0.535840485
Motorola Motosmart Mix XT553,1/06/2012,2012,2749,0.249977111,0.008388246,0.399726275,0.165467626,0.089430894,0.222222222,0.165839018,0.282786885,0.037203335,0.010791598,0.015409483,0.254164563
Motorola MOTOSMART XT390,1/06/2012,2012,2750,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.155525239,0.274590164,0.032713278,0.00822217,0.010775862,0.30338213
Motorola RAZR V XT889 (Motorola Yangtze),1/06/2012,2012,2751,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621,0.535840485
Nokia Lumia 800C,1/06/2012,2012,2752,0.249977111,0.249999232,0.699863138,0.143884892,0.154471545,0.380952381,0.149249659,0.276639344,0.038486209,0.009035822,0.017672414,0.524230187
Nokia Lumia 900 Batman The Dark Knight Rises Limited Edition (Nokia Ace),1/06/2012,2012,2753,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.169167804,0.32295082,0.034637588,0.012119136,0.021551724,0.436648157
NTT DoCoMo Sharp Aquos Phone st SH-07D,1/06/2012,2012,2754,0.499984741,0.062079576,0.499771896,0.122302158,0.306504065,0.222222222,0.129604366,0.237704918,0.039127646,0.005652742,0.010344828,0.618122161
Orange Dublin P752V (ZTE Kis),1/06/2012,2012,2755,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.152796726,0.268442623,0.034637588,0.008179346,0.014655172,0.30338213
Orange Santa Diego / Santa Clara (Intel Black Ray),1/06/2012,2012,2756,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.154160982,0.303278689,0.03136626,0.008800291,0.014439655,0.630994447
Samsung GT-i9050,1/06/2012,2012,2757,0.499984741,0.249999232,0.499771896,0.179856115,0.154471545,0.380952381,0.16425648,0.308606557,0.028864657,0.009378413,0.014331897,0.446996466
Samsung GT-S5690L Galaxy Xcover Extreme,1/06/2012,2012,2758,0.249977111,0.008388246,0.399726275,0.136690647,0.089430894,0.222222222,0.16207367,0.297131148,0.037524054,0.011048541,0.016271552,0.286976275
Samsung GT-S6358 Galaxy Ace,1/06/2012,2012,2759,0.249977111,0.062079576,0.399726275,0.129496403,0.089430894,0.222222222,0.150068213,0.266393443,0.034637588,0.007815344,0.0125,0.30338213
Samsung GT-S7530 Omnia M / GT-S7530E ,1/06/2012,2012,2760,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517,0.480060575
Samsung GT-S7530L Omnia M,1/06/2012,2012,2761,0.187475204,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.157162347,0.297540984,0.02822322,0.008072287,0.012715517,0.480060575
Samsung SCH-i939 Galaxy S III (Samsung Midas),1/06/2012,2012,2762,0.499984741,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.175170532,0.359016393,0.018537524,0.009142882,0.017456897,0.659767794
Samsung SGH-i577 Galaxy Exhilarate,1/06/2012,2012,2763,0.499984741,0.062079576,0.599817517,0.165467626,0.154471545,0.380952381,0.154160982,0.299180328,0.037844772,0.010299124,0.015086207,0.480060575
Samsung SGH-i827 Galaxy Appeal,1/06/2012,2012,2764,0.249977111,0.062079576,0.399726275,0.107913669,0.089430894,0.222222222,0.139699864,0.258196721,0.051956382,0.010213477,0.013362069,0.344522968
Samsung SGH-iT999 Galaxy S III,1/06/2012,2012,2765,1,0.250005786,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Samsung SHW-M440S Galaxy S 3,1/06/2012,2012,2766,0.499984741,0.249999232,0.699863138,0.223021583,0.25203252,0.619047619,0.174624829,0.359016393,0.01603592,0.008286406,0.015732759,0.66027259
Sony Xperia Ion LT28 / LT28i (Sony Aoba),1/06/2012,2012,2767,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448,0.702423019
Sony Xperia Ion LT28at (Sony Aoba),1/06/2012,2012,2768,0.499984741,0.249999232,0.755888685,0.208633094,0.25203252,0.619047619,0.167803547,0.344262295,0.028864657,0.011091365,0.018103448,0.702423019
Spice Mi-425 Stellar,1/06/2012,2012,2769,0.249977111,0.016777517,0.503773721,0.165467626,0.154471545,0.380952381,0.155525239,0.31147541,0.041051956,0.011797957,0.010775862,0.476527007
T-Mobile Samsung SGH-T999V Galaxy S III,1/06/2012,2012,2770,1,0.250005786,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.016163793,0.659767794
Toshiba Excite 7 T AT270 / Excite 7.7 AT275 32GB,1/06/2012,2012,2771,0.499984741,0.499999488,0.749885948,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.010904426,0.036742822,0.05862069,0.381625442
Toshiba Regza Tablet AT500 36F,1/06/2012,2012,2772,0.499984741,0.499999488,0.649840327,0.604316547,0.479674797,0.380952381,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138,0.266027259
Toshiba Regza Tablet AT500 46F,1/06/2012,2012,2773,0.499984741,1,0.649840327,0.604316547,0.479674797,0.380952381,0.693315143,0.532377049,0.018601668,0.080401687,0.114224138,0.266027259
Toshiba Regza Tablet AT570 36F,1/06/2012,2012,2774,0.499984741,0.499999488,0.649840327,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069,0.381625442
Toshiba Regza Tablet AT570 46F,1/06/2012,2012,2775,0.499984741,1,0.649840327,0.431654676,0.479674797,0.380952381,0.540245566,0.353278689,0.011545863,0.037320943,0.05862069,0.381625442
Toshiba Regza Tablet AT700 46F,1/06/2012,2012,2776,0.499984741,1,0.599817517,0.604316547,0.479674797,0.380952381,0.680763984,0.520491803,0.010262989,0.064835235,0.10237069,0.266027259
Toshiba Regza Tablet AT830 T6F,1/06/2012,2012,2777,0.499984741,1,0.699863138,0.834532374,0.609756098,0.430555556,0.920327422,0.665163934,0.024374599,0.144551742,0.202586207,0.236244321
Vodafone Smart II (TCL V860),1/06/2012,2012,2778,0.249977111,0.016777517,0.415733575,0.107913669,0.089430894,0.222222222,0.140518417,0.245901639,0.040089801,0.007280046,0.012931034,0.344522968
ZTE Atlas W,1/06/2012,2012,2779,0.249977111,0.008388246,0.399726275,0.129496403,0.154471545,0.380952381,0.140518417,0.270491803,0.027581783,0.005417211,0.015086207,0.560070671
Acer Iconia Tab A210 WiFi 16GB,1/07/2012,2013,2780,0.499984741,0.249999232,0.599817517,0.604316547,0.479674797,0.380952381,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034,0.264512872
Acer Iconia Tab A211 3G 8GB,1/07/2012,2013,2781,0.499984741,0.125838031,0.599817517,0.604316547,0.479674797,0.380952381,0.691678035,0.516393443,0.04041052,0.111363296,0.140431034,0.264512872
Acer Iconia Tab A701 64GB,1/07/2012,2013,2782,0.499984741,1,0.649840327,0.604316547,0.739837398,0.579365079,0.691132333,0.516393443,0.030788967,0.096674732,0.130818966,0.452801615
Asus Transformer Pad Infinity / Eee Pad Transformer Prime TF700T,1/07/2012,2013,2783,0.499984741,1,0.799908758,0.604316547,0.739837398,0.579365079,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069,0.452801615
Asus Transformer Pad Infinity 3G TF700TG 64GB,1/07/2012,2013,2784,0.499984741,1,0.755888685,0.604316547,0.739837398,0.579365079,0.699863574,0.540163934,0.015394484,0.077104255,0.113362069,0.452801615
Google Nexus 7 16GB (Asus Nakasi),1/07/2012,2013,2785,0.499984741,0.249999232,0.649840327,0.381294964,0.479674797,0.380952381,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828,0.431600202
Google Nexus 7 8GB (Asus Nakasi),1/07/2012,2013,2786,0.499984741,0.125838031,0.649840327,0.381294964,0.479674797,0.380952381,0.309686221,0.612704918,0.027902502,0.043851573,0.060344828,0.431600202
HTC One XC X720d (HTC Jel),1/07/2012,2013,2787,0.499984741,0.249999232,0.749885948,0.215827338,0.25203252,0.619047619,0.170504775,0.351639344,0.021808852,0.00946406,0.016918103,0.679202423
Huawei Ascend D1 XL (Huawei U9500E),1/07/2012,2013,2788,0.499984741,0.125838031,0.749885948,0.201438849,0.25203252,0.619047619,0.159345157,0.331557377,0.034637588,0.011326895,0.018318966,0.713780919
Huawei Ascend G500D U8832D (Huawei Panama),1/07/2012,2013,2789,0.249977111,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.159618008,0.331967213,0.032713278,0.01081301,0.020689655,0.535840485
Huawei Ascend Y201 Pro (Huawei U8666E),1/07/2012,2013,2790,0.124973296,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.148703956,0.274590164,0.035920462,0.008286406,0.014008621,0.308177688
KDDI Sharp Aquos Phone CL IS17SH,1/07/2012,2013,2791,0.499984741,0.125838031,0.699863138,0.179856115,0.178861789,0.46031746,0.159618008,0.340163934,0.017960231,0.006916044,0.015517241,0.547955578
Kyocera Hydro C5170,1/07/2012,2013,2792,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.151432469,0.270491803,0.042976267,0.010106417,0.012931034,0.30338213
Lenovo IdeaTab S2110A / S2-10 16GB,1/07/2012,2013,2793,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966,0.266027259
Lenovo IdeaTab S2110A 32GB,1/07/2012,2013,2794,0.499984741,0.499999488,0.749885948,0.604316547,0.479674797,0.380952381,0.691132333,0.528688525,0.016613214,0.076611781,0.112068966,0.266027259
Meizu MX 2-core 16 GB,1/07/2012,2013,2795,0.499984741,0.249999232,0.749885948,0.165467626,0.219512195,0.46031746,0.154979536,0.296311475,0.026940346,0.007494165,0.017025862,0.620393741
Motorola Atrix HD MB886 / Atrix 3 (Motorola Dinara),1/07/2012,2013,2796,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.172987722,0.346311475,0.014753047,0.007344282,0.017241379,0.713780919
Motorola Defy Pro XT560,1/07/2012,2013,2797,0.249977111,0.016777517,0.499771896,0.071942446,0.154471545,0.142857143,0.162346521,0.253278689,0.040089801,0.009892298,0.012068966,0.424028269
NEC Medias X N-07D,1/07/2012,2013,2798,0.499984741,0.249999232,0.755888685,0.18705036,0.25203252,0.619047619,0.165075034,0.331967213,0.015394484,0.006402158,0.013577586,0.751640586
NTT DoCoMo Regza T-02D,1/07/2012,2013,2799,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.156889495,0.331967213,0.027581783,0.009078646,0.017025862,0.535840485
NTT DoCoMo Sharp Aquos Phone Zeta SH-09D,1/07/2012,2013,2800,0.499984741,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.165075034,0.331967213,0.033354715,0.011626662,0.017241379,0.679202423
Panasonic ELUGA Power,1/07/2012,2013,2801,0.499984741,0.125838031,0.749885948,0.237410072,0.25203252,0.619047619,0.173260573,0.356557377,0.022450289,0.010127829,0.015732759,0.629227663
Panasonic Eluga V P-06D,1/07/2012,2013,2802,0.499984741,0.125838031,0.749885948,0.208633094,0.25203252,0.619047619,0.159618008,0.327868852,0.029506094,0.009763827,0.014439655,0.692579505
RIM BlackBerry Curve 9310,1/07/2012,2013,2803,0.249977111,0.008388246,0.399726275,0.050359712,0.089430894,0.103174603,0.145975443,0.245901639,0.04233483,0.008350641,0.009482759,0.301615346
Samsung GT-B9120,1/07/2012,2013,2804,0.499984741,0.249999232,0.599817517,0.115107914,0.154471545,0.380952381,0.13888131,0.244672131,0.079858884,0.015330921,0.027155172,0.59994952
Samsung GT-i8530 Galaxy Beam,1/07/2012,2013,2805,0.374980926,0.125838031,0.499771896,0.165467626,0.154471545,0.380952381,0.157435198,0.307377049,0.041372675,0.011947841,0.018383621,0.480060575
Samsung SCH-R530 Galaxy S III LTE,1/07/2012,2013,2806,1,0.249999232,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Samsung SGH-i747 Galaxy S III LTE,1/07/2012,2013,2807,1,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.017025862,0.659767794
Samsung SGH-i827D Galaxy Ace Q,1/07/2012,2013,2808,0.249977111,0.060624562,0.399726275,0.107913669,0.089430894,0.222222222,0.142428377,0.265983607,0.050032072,0.010449008,0.013146552,0.344522968
Samsung SGH-T989 Galaxy SII Plus (Samsung Hercules),1/07/2012,2013,2809,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.172442019,0.334016393,0.021937139,0.009100058,0.015517241,0.408884402
Samsung SHV-E170K Galaxy R Style (Samsung Jaguar),1/07/2012,2013,2810,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655,0.535840485
Samsung SHV-E170L Galaxy R Style (Samsung Jaguar),1/07/2012,2013,2811,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655,0.535840485
Samsung SHV-E170S Galaxy R Style (Samsung Jaguar),1/07/2012,2013,2812,0.499984741,0.249999232,0.755888685,0.18705036,0.178861789,0.46031746,0.158253752,0.323770492,0.023669019,0.007858168,0.014439655,0.535840485
Samsung SHV-E210K Galaxy S III LTE,1/07/2012,2013,2813,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103,0.66027259
Samsung SHV-E210L Galaxy S III LTE,1/07/2012,2013,2814,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103,0.66027259
Samsung SHV-E210S Galaxy S III LTE,1/07/2012,2013,2815,1,0.499999488,0.699863138,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.021167415,0.009977946,0.016918103,0.66027259
Samsung SHW-M340S Galaxy M Style,1/07/2012,2013,2816,0.249977111,0.060624562,0.499771896,0.165467626,0.154471545,0.380952381,0.154160982,0.301229508,0.025016036,0.007087339,0.013685345,0.481322564
Samsung SHW-M480S Galaxy Note 10.1,1/07/2012,2013,2817,1,0.249999232,0.699863138,0.604316547,0.479674797,0.380952381,0.697135061,0.536885246,0.017960231,0.080423099,0.11637931,0.266279657
Samsung SHW-M480W Galaxy Note 10.1 WiFi 32GB,1/07/2012,2013,2818,1,0.499999488,0.699863138,0.604316547,0.479674797,0.380952381,0.697135061,0.536885246,0.017960231,0.080423099,0.115732759,0.266279657
SoftBank Sharp Aquos Phone Xx 106SH,1/07/2012,2013,2819,0.499984741,0.499999488,0.749885948,0.215827338,0.25203252,0.619047619,0.165075034,0.331967213,0.03014753,0.01070595,0.01875,0.679202423
Sony Xperia Miro ST23 / ST23i (Sony Mesona),1/07/2012,2013,2820,0.249977111,0.060624562,0.399726275,0.129496403,0.089430894,0.222222222,0.144338336,0.262295082,0.024374599,0.004796266,0.010775862,0.30338213
Sony Xperia Neo L MT25 / MT25i,1/07/2012,2013,2821,0.249977111,0.016777517,0.499771896,0.165467626,0.154471545,0.407738095,0.148703956,0.290983607,0.042976267,0.010620303,0.015409483,0.509843513
Sony Xperia Tipo ST21 / ST21i (Sony Tapioca SS),1/07/2012,2013,2822,0.249977111,0.060624562,0.399726275,0.107913669,0.089430894,0.222222222,0.137789905,0.221311475,0.04425914,0.006894632,0.008491379,0.344522968
Sprint Samsung SPH-L710 Galaxy S III LTE 32GB,1/07/2012,2013,2823,1,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.015732759,0.659767794
Toshiba Excite 13 T AT330 / Excite 13.3 AT335 64GB,1/07/2012,2013,2824,0.499984741,1,0.749885948,0.834532374,0.609756098,0.430555556,0.920327422,0.665163934,0.024374599,0.144551742,0.202586207,0.236244321
Verizon HTC Droid Incredible 4G LTE ADR6410 (HTC Fireball),1/07/2012,2013,2825,0.499984741,0.125838031,0.599817517,0.165467626,0.178861789,0.46031746,0.148703956,0.299180328,0.035920462,0.009207117,0.015517241,0.587077234
Verizon Samsung SCH-i535 Galaxy S3,1/07/2012,2013,2826,1,0.249999232,0.755888685,0.223021583,0.25203252,0.619047619,0.174897681,0.359016393,0.01603592,0.008307817,0.017241379,0.659767794
ZTE Grand X U970,1/07/2012,2013,2827,0.249977111,0.062079576,0.499771896,0.18705036,0.178861789,0.46031746,0.158526603,0.319672131,0.024374599,0.007943815,0.010775862,0.535840485
ZTE N880E,1/07/2012,2013,2828,0.249977111,0.062079576,0.499771896,0.129496403,0.154471545,0.380952381,0.148703956,0.286885246,0.027581783,0.006723337,0.015086207,0.560070671
Acer Liquid Glow E330,1/08/2012,2013,2829,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.380952381,0.141609823,0.278688525,0.033996151,0.007237222,0.014008621,0.524230187
Alcatel One Touch OT-993,1/08/2012,2013,2830,0.249977111,0.062079576,0.499771896,0.165467626,0.154471545,0.380952381,0.156616644,0.309016393,0.034637588,0.010127829,0.019396552,0.480060575
Archos Elements 97 Carbon,1/08/2012,2013,2831,0.499984741,0.249999232,0.499771896,0.575539568,0.375609756,0.365079365,0.634379263,0.553278689,0.034637588,0.098837334,0.120689655,0.22160525
Casio V-T500-J,1/08/2012,2013,2832,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.716234652,0.577868852,0.053239256,0.022032846,0.026077586,0.480060575
Casio V-T500-WJ,1/08/2012,2013,2833,0.499984741,0.249999232,0.749885948,0.604316547,0.479674797,0.380952381,0.716234652,0.577868852,0.053239256,0.148148941,0.155172414,0.266027259
Detailed Technical Datasheet of Casio V-T500-WJ,1/08/2012,2013,2834,0.499984741,0.250005786,0.749885948,0.604316547,0.479674797,0.380952381,0.716234652,0.577868852,0.053239256,0.014966919,0.025862069,0.463149924
Huawei Ascend G312 QWERTY U8730 (Huawei Buddy),1/08/2012,2013,2835,0.499984741,0.062079576,0.699863138,0.165467626,0.154471545,0.380952381,0.155525239,0.30942623,0.051956382,0.014602916,0.026939655,0.480060575
Huawei Ascend P1 TD (Huawei T9200),1/08/2012,2013,2836,0.499984741,0.062079576,0.76789416,0.18705036,0.178861789,0.46031746,0.159345157,0.327868852,0.010198845,0.004346616,0.010775862,0.535840485
Huawei Ascend Y200T (Huawei T8620),1/08/2012,2013,2837,0.249977111,0.016777517,0.499771896,0.129496403,0.089430894,0.222222222,0.148703956,0.278688525,0.035920462,0.008436289,0.010775862,0.30338213
Kyocera Rise C5155,1/08/2012,2013,2838,0.249977111,0.031878203,0.499771896,0.129496403,0.089430894,0.222222222,0.1473397,0.262295082,0.052597819,0.011498191,0.020905172,0.30338213
Motorola Atrix HD LTE MB886 (Motorola Dinara),1/08/2012,2013,2839,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.172987722,0.346311475,0.014753047,0.007344282,0.017241379,0.713780919
Motorola Defy Pro XT560 A,1/08/2012,2013,2840,0.249977111,0.016777517,0.499771896,0.071942446,0.154471545,0.142857143,0.162346521,0.253278689,0.040089801,0.009892298,0.012068966,0.424028269
Motorola Defy XT XT556 / XT557,1/08/2012,2013,2841,0.249977111,0.016777517,0.499771896,0.143884892,0.154471545,0.407738095,0.141882674,0.270491803,0.037524054,0.00777252,0.011853448,0.556032307
Motorola ELECTRIFY 2 XT881 (Motorola Yangtze),1/08/2012,2013,2842,0.499984741,0.125018766,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.012740081,0.02112069,0.535840485
Motorola Photon Q 4G LTE XT897 (Motorola Asanti),1/08/2012,2013,2843,0.499984741,0.125838031,0.755888685,0.18705036,0.178861789,0.46031746,0.162346521,0.317213115,0.048749198,0.015031154,0.023706897,0.535840485
Motorola RAZR V XT885 (Motorola Yangtze),1/08/2012,2013,2844,0.499984741,0.062079576,0.599817517,0.18705036,0.178861789,0.46031746,0.161800819,0.325819672,0.014432328,0.005674154,0.014008621,0.535840485
NTT DoCoMo Fujitsu Arrows W F-04E,1/08/2012,2013,2845,0.499984741,0.249999232,0.749885948,0.208633094,0.25203252,0.619047619,0.165075034,0.352459016,0.039127646,0.014174678,0.020474138,0.692579505
NTT DoCoMo Fujitsu F-09D Anteprima,1/08/2012,2013,2846,0.499984741,0.031878203,0.699863138,0.143884892,0.154471545,0.380952381,0.14324693,0.295081967,0.033996151,0.007986639,0.012931034,0.524230187
